(827, 0),
(2382, 0),
(5880, 0),
(8410, 51.87),
(9650, 37.89),
(12292, 58.17),
(13715, 90),
(17221, 90),
(18978, 90),
(22698, 90),
(24621, 90),
(28151, 90),
(29478, 130.52),
(31756, 90),
(32907, 90),
(35186, 132.96),
(36323, 154.09),
(39540, 180),
(41413, 180),
(43278, 180),
(47050, 180),
(48990, 180),
(51874, 213.0),
(53033, 203.68),
(55718, 180),
(56960, 210.46),
(59268, 270),
(60786, 270),
(64308, 270),
(66122, 270),
(69800, 270),
(71661, 270),
(73593, 270),
(76505, 304.67),
(77744, 297.57),
(80020, 270),
(81157, 307.43),
(83720, 360),
(85458, 360),
(87281, 360),
(90966, 360),
(92855, 360),
(96301, 360),
(97607, 392.76),
(98793, 384.44),
(101066, 360),
(102226, 391.9),
(103381, 411.33),
(106516, 423.69),
(108290, 450),
(111790, 450),
(113671, 450),
(117442, 450),
(119317, 450),
(122058, 489.61),
(123231, 474.04),
(125513, 450),
(126648, 481.93),
(127780, 503.27),
(130721, 540),
(132580, 540),
(136382, 540),
(138293, 540),
(140186, 540),
(143322, 540),
(144608, 564.66),
(145748, 540),
(148094, 569.22),
(149160, 587.69),
(151964, 630),
(153740, 630),
(155438, 630),
(158986, 630),
(160794, 630),
(162615, 630),
(166265, 630),
(167602, 656.33),
(169956, 630),
(171084, 630),
(173352, 674.48),
(174485, 694.81),
(177654, 697.1),
(179416, 720),
(182994, 720),
(184846, 720),
(188218, 720),
(189633, 720),
(192143, 720),
(193289, 759.43),
(196430, 771.04),
(198109, 782.31),
(199773, 810),
(203440, 810),
(205267, 810),
(209052, 810),
(210909, 810),
(213599, 845.27),
(214775, 810),
(215920, 810),
(218205, 845.98),
(219336, 866.84),
(220797, 878.8),
(224425, 900),
(226270, 900),
(230071, 900),
(231972, 900),
(235130, 922.66),
(236391, 921.04),
(237547, 900),
(240008, 921.51),
(241141, 941.85),
(243660, 990),
(245334, 990),
(248914, 990),
(250738, 990),
(252622, 990),
(256347, 990),
(258179, 990),
(260779, 1026.64),
(261930, 1013.1),
(264188, 990),
(265322, 1021.18),
(267699, 1059.78),
(269332, 1080),
(272986, 1080),
