(602, 0),
(1557, -22.61),
(3791, 0),
(4949, 0),
(7136, -43.86),
(8363, -44.68),
(10914, 0),
(12724, 0),
(15601, -45.47),
(16722, -69.44),
(19052, -114.86),
(20675, -118.33),
(24003, -90),
(25841, -90),
(29610, -90),
(31002, -119.7),
(33479, -90),
(34818, -90),
(37131, -128.71),
(38202, -151.41),
(41288, -180),
(43139, -180),
(46895, -180),
(48848, -180),
(52795, -180),
(54459, -180),
(57147, -209.37),
(58279, -180),
(60316, -211.97),
(61596, -223.4),
(63380, -222.64),
(66399, -245.82),
(67680, -270),
(71191, -270),
(72984, -270),
(76579, -270),
(78136, -290.47),
(80691, -290.94),
(82046, -270),
(84629, -310.65),
(85915, -321.48),
(89093, -333.49),
(90815, -360),
(94395, -360),
(96292, -360),
(99963, -360),
(101865, -360),
(104597, -401.44),
(105800, -391.1),
(108437, -360),
(109753, -382.81),
(112730, -408.22),
(113884, -450),
(117076, -450),
(118954, -450),
(122709, -450),
(124619, -450),
(127872, -478.84),
(129152, -480.8),
(131542, -450),
(132680, -450),
(134755, -498.22),
(135961, -509.48),
(139271, -540),
(140987, -540),
(144779, -540),
(146715, -540),
(150558, -540),
(152332, -540),
(154872, -581.16),
(156024, -563.55),
(158532, -540),
(159647, -575.9),
(162579, -592.31),
(163846, -630),
(167095, -630),
(168815, -630),
(172353, -630),
(174188, -630),
(176810, -670.31),
(177983, -651.33),
(180595, -630),
(181782, -659.75),
(184445, -689.89),
(185974, -695.73),
(189495, -720),
(191224, -720),
(194897, -720),
(196686, -720),
(200277, -720),
(201647, -747.72),
(202902, -757.62),
(205349, -720),
(206738, -720),
(209391, -753.08),
(210655, -773.97),
(213490, -810),
(215341, -810),
(219091, -810),
(222922, -810),
(224638, -810),
(227474, -810),
(228681, -810),
(229845, -810),
(232002, -848.53),
(233056, -869.83),
(236194, -876.07),
(237902, -900),
(241447, -900),
(243339, -900),
(247115, -900),
(249036, -900),
(251909, -930.34),
(253102, -926.46),
(255344, -900),
(256370, -926.65),
(259322, -942.74),
(260857, -949.48),
(263738, -990),
(265508, -990),
(268991, -990),
(270834, -990),
(273788, -1016.99),
(275049, -990),
(277349, -990),
(278442, -1019.11),
(281201, -1033.66),
(282887, -1032.43),
(285683, -1080),
(287349, -1080),
(290819, -1080),
